城市,月份,住宅类型,面积段,环比,同比,定基,累计平均,来源URL
昆明,2025-01,新建商品住宅,90-144m2,99.9,91.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
昆明,2025-01,新建商品住宅,144m2以上,99.5,91.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
昆明,2025-01,二手住宅,90m2及以下,99.1,92.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
昆明,2025-01,二手住宅,90-144m2,99.2,93.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
昆明,2025-01,二手住宅,144m2以上,99.1,93.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西安,2025-01,新建商品住宅,全部,99.6,99.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西安,2025-01,二手住宅,全部,99.7,93.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西安,2025-01,新建商品住宅,90m2及以下,99.7,99.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西安,2025-01,新建商品住宅,90-144m2,99.8,99.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西安,2025-01,新建商品住宅,144m2以上,99.1,99.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西安,2025-01,二手住宅,90m2及以下,99.3,93.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西安,2025-01,二手住宅,90-144m2,99.8,92.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西安,2025-01,二手住宅,144m2以上,99.9,92.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
兰州,2025-01,新建商品住宅,全部,100.0,92.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
兰州,2025-01,二手住宅,全部,99.3,90.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
兰州,2025-01,新建商品住宅,90m2及以下,99.8,93.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
兰州,2025-01,新建商品住宅,90-144m2,100.1,92.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
兰州,2025-01,新建商品住宅,144m2以上,100.0,91.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
兰州,2025-01,二手住宅,90m2及以下,99.3,88.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
兰州,2025-01,二手住宅,90-144m2,99.2,92.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
兰州,2025-01,二手住宅,144m2以上,99.4,92.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西宁,2025-01,新建商品住宅,全部,99.7,94.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西宁,2025-01,二手住宅,全部,99.6,92.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西宁,2025-01,新建商品住宅,90m2及以下,100.1,94.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西宁,2025-01,新建商品住宅,90-144m2,99.6,94.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西宁,2025-01,新建商品住宅,144m2以上,99.8,94.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西宁,2025-01,二手住宅,90m2及以下,99.7,92.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西宁,2025-01,二手住宅,90-144m2,99.4,92.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
西宁,2025-01,二手住宅,144m2以上,99.9,94.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
银川,2025-01,新建商品住宅,全部,99.8,95.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
银川,2025-01,二手住宅,全部,99.7,94.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
银川,2025-01,新建商品住宅,90m2及以下,100.0,97.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
银川,2025-01,新建商品住宅,90-144m2,99.8,95.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
银川,2025-01,新建商品住宅,144m2以上,99.9,95.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
银川,2025-01,二手住宅,90m2及以下,99.6,93.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
银川,2025-01,二手住宅,90-144m2,99.8,94.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
银川,2025-01,二手住宅,144m2以上,99.6,93.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
乌鲁木齐,2025-01,新建商品住宅,全部,99.6,97.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
乌鲁木齐,2025-01,二手住宅,全部,99.7,94.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
乌鲁木齐,2025-01,新建商品住宅,90m2及以下,99.7,95.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
乌鲁木齐,2025-01,新建商品住宅,90-144m2,99.6,97.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
乌鲁木齐,2025-01,新建商品住宅,144m2以上,99.7,96.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
乌鲁木齐,2025-01,二手住宅,90m2及以下,99.7,94.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
乌鲁木齐,2025-01,二手住宅,90-144m2,99.7,93.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
乌鲁木齐,2025-01,二手住宅,144m2以上,99.5,95.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
唐山,2025-01,新建商品住宅,全部,99.8,92.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
唐山,2025-01,二手住宅,全部,99.3,88.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
唐山,2025-01,新建商品住宅,90m2及以下,99.6,92.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
唐山,2025-01,新建商品住宅,90-144m2,99.9,92.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
唐山,2025-01,新建商品住宅,144m2以上,99.7,92.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
唐山,2025-01,二手住宅,90m2及以下,99.4,88.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
唐山,2025-01,二手住宅,90-144m2,99.3,88.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
唐山,2025-01,二手住宅,144m2以上,99.0,89.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
秦皇岛,2025-01,新建商品住宅,全部,99.7,92.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
秦皇岛,2025-01,二手住宅,全部,99.5,88.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
秦皇岛,2025-01,新建商品住宅,90m2及以下,99.8,92.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
秦皇岛,2025-01,新建商品住宅,90-144m2,99.7,93.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
秦皇岛,2025-01,新建商品住宅,144m2以上,99.7,91.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
秦皇岛,2025-01,二手住宅,90m2及以下,99.3,88.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
秦皇岛,2025-01,二手住宅,90-144m2,99.7,89.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
秦皇岛,2025-01,二手住宅,144m2以上,99.6,89.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
包头,2025-01,新建商品住宅,全部,99.9,93.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
包头,2025-01,二手住宅,全部,99.6,88.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
包头,2025-01,新建商品住宅,90m2及以下,99.9,95.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
包头,2025-01,新建商品住宅,90-144m2,99.9,93.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
包头,2025-01,新建商品住宅,144m2以上,99.8,93.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
包头,2025-01,二手住宅,90m2及以下,99.6,88.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
包头,2025-01,二手住宅,90-144m2,99.6,88.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
包头,2025-01,二手住宅,144m2以上,99.3,89.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
丹东,2025-01,新建商品住宅,全部,99.4,93.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
丹东,2025-01,二手住宅,全部,99.8,89.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
丹东,2025-01,新建商品住宅,90m2及以下,99.2,93.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
丹东,2025-01,新建商品住宅,90-144m2,99.4,93.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
丹东,2025-01,新建商品住宅,144m2以上,99.7,95.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
丹东,2025-01,二手住宅,90m2及以下,99.9,89.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
丹东,2025-01,二手住宅,90-144m2,99.9,88.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
丹东,2025-01,二手住宅,144m2以上,99.1,91.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
锦州,2025-01,新建商品住宅,全部,99.5,95.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
锦州,2025-01,二手住宅,全部,99.2,91.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
锦州,2025-01,新建商品住宅,90m2及以下,99.4,93.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
锦州,2025-01,新建商品住宅,90-144m2,99.6,96.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
锦州,2025-01,新建商品住宅,144m2以上,99.3,94.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
锦州,2025-01,二手住宅,90m2及以下,99.0,91.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
锦州,2025-01,二手住宅,90-144m2,99.4,90.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
锦州,2025-01,二手住宅,144m2以上,99.3,93.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
吉林,2025-01,新建商品住宅,全部,99.7,94.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
吉林,2025-01,二手住宅,全部,99.4,94.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
吉林,2025-01,新建商品住宅,90m2及以下,99.5,93.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
吉林,2025-01,新建商品住宅,90-144m2,99.8,94.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
吉林,2025-01,新建商品住宅,144m2以上,99.7,96.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
吉林,2025-01,二手住宅,90m2及以下,99.7,94.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
吉林,2025-01,二手住宅,90-144m2,99.1,93.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
吉林,2025-01,二手住宅,144m2以上,99.8,95.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
牡丹江,2025-01,新建商品住宅,全部,99.6,92.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
牡丹江,2025-01,二手住宅,全部,99.4,91.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
牡丹江,2025-01,新建商品住宅,90m2及以下,99.5,93.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
牡丹江,2025-01,新建商品住宅,90-144m2,99.7,92.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
牡丹江,2025-01,新建商品住宅,144m2以上,99.4,91.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
牡丹江,2025-01,二手住宅,90m2及以下,99.4,91.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
牡丹江,2025-01,二手住宅,90-144m2,99.5,93.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
牡丹江,2025-01,二手住宅,144m2以上,99.1,91.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
无锡,2025-01,新建商品住宅,全部,100.5,96.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
无锡,2025-01,二手住宅,全部,100.2,93.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
无锡,2025-01,新建商品住宅,90m2及以下,100.5,96.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
无锡,2025-01,新建商品住宅,90-144m2,100.4,97.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
无锡,2025-01,新建商品住宅,144m2以上,100.8,95.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
无锡,2025-01,二手住宅,90m2及以下,100.0,93.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
无锡,2025-01,二手住宅,90-144m2,100.3,93.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
无锡,2025-01,二手住宅,144m2以上,100.4,92.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
徐州,2025-01,新建商品住宅,全部,99.6,93.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
徐州,2025-01,二手住宅,全部,99.4,92.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
徐州,2025-01,新建商品住宅,90m2及以下,100.0,92.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
徐州,2025-01,新建商品住宅,90-144m2,99.5,94.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
徐州,2025-01,新建商品住宅,144m2以上,100.0,92.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
徐州,2025-01,二手住宅,90m2及以下,99.3,92.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
徐州,2025-01,二手住宅,90-144m2,99.5,92.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
徐州,2025-01,二手住宅,144m2以上,99.7,93.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
扬州,2025-01,新建商品住宅,全部,99.5,93.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
扬州,2025-01,二手住宅,全部,98.8,91.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
扬州,2025-01,新建商品住宅,90m2及以下,99.9,93.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
扬州,2025-01,新建商品住宅,90-144m2,99.5,93.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
扬州,2025-01,新建商品住宅,144m2以上,99.3,93.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
扬州,2025-01,二手住宅,90m2及以下,98.9,91.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
扬州,2025-01,二手住宅,90-144m2,98.7,91.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
扬州,2025-01,二手住宅,144m2以上,98.9,90.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
温州,2025-01,新建商品住宅,全部,99.9,90.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
温州,2025-01,二手住宅,全部,99.8,88.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
温州,2025-01,新建商品住宅,90m2及以下,100.2,89.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
温州,2025-01,新建商品住宅,90-144m2,99.9,90.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
温州,2025-01,新建商品住宅,144m2以上,99.9,89.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
温州,2025-01,二手住宅,90m2及以下,99.7,89.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
温州,2025-01,二手住宅,90-144m2,99.9,88.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
温州,2025-01,二手住宅,144m2以上,99.8,88.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
金华,2025-01,新建商品住宅,全部,100.0,89.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
金华,2025-01,二手住宅,全部,99.9,88.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
金华,2025-01,新建商品住宅,90m2及以下,99.9,89.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
金华,2025-01,新建商品住宅,90-144m2,100.1,89.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
金华,2025-01,新建商品住宅,144m2以上,100.1,90.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
金华,2025-01,二手住宅,90m2及以下,100.1,88.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
金华,2025-01,二手住宅,90-144m2,99.7,88.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
金华,2025-01,二手住宅,144m2以上,99.9,88.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
蚌埠,2025-01,新建商品住宅,全部,99.8,93.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
蚌埠,2025-01,二手住宅,全部,99.7,92.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
蚌埠,2025-01,新建商品住宅,90m2及以下,99.8,94.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
蚌埠,2025-01,新建商品住宅,90-144m2,99.8,93.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
蚌埠,2025-01,新建商品住宅,144m2以上,99.6,94.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
蚌埠,2025-01,二手住宅,90m2及以下,99.5,92.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
蚌埠,2025-01,二手住宅,90-144m2,99.8,93.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
蚌埠,2025-01,二手住宅,144m2以上,99.8,92.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
安庆,2025-01,新建商品住宅,全部,99.9,93.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
安庆,2025-01,二手住宅,全部,99.3,91.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
安庆,2025-01,新建商品住宅,90m2及以下,100.3,96.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
安庆,2025-01,新建商品住宅,90-144m2,99.8,93.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
安庆,2025-01,新建商品住宅,144m2以上,99.8,94.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
安庆,2025-01,二手住宅,90m2及以下,99.4,91.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
安庆,2025-01,二手住宅,90-144m2,99.3,91.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
安庆,2025-01,二手住宅,144m2以上,99.2,89.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
泉州,2025-01,新建商品住宅,全部,100.1,92.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
泉州,2025-01,二手住宅,全部,99.8,88.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
泉州,2025-01,新建商品住宅,90m2及以下,100.1,92.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
泉州,2025-01,新建商品住宅,90-144m2,100.0,91.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
泉州,2025-01,新建商品住宅,144m2以上,100.3,92.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
泉州,2025-01,二手住宅,90m2及以下,99.7,89.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
泉州,2025-01,二手住宅,90-144m2,99.8,88.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
泉州,2025-01,二手住宅,144m2以上,99.9,89.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
九江,2025-01,新建商品住宅,全部,99.6,92.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
九江,2025-01,二手住宅,全部,99.5,90.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
九江,2025-01,新建商品住宅,90m2及以下,99.9,91.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
九江,2025-01,新建商品住宅,90-144m2,99.7,92.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
九江,2025-01,新建商品住宅,144m2以上,99.4,92.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
九江,2025-01,二手住宅,90m2及以下,99.1,90.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
九江,2025-01,二手住宅,90-144m2,99.7,91.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
九江,2025-01,二手住宅,144m2以上,99.5,90.5,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
赣州,2025-01,新建商品住宅,全部,100.2,94.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
赣州,2025-01,二手住宅,全部,99.8,94.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
赣州,2025-01,新建商品住宅,90m2及以下,100.5,94.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
赣州,2025-01,新建商品住宅,90-144m2,100.2,94.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
赣州,2025-01,新建商品住宅,144m2以上,100.1,95.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
赣州,2025-01,二手住宅,90m2及以下,100.1,93.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
赣州,2025-01,二手住宅,90-144m2,99.6,95.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
赣州,2025-01,二手住宅,144m2以上,99.9,94.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
烟台,2025-01,新建商品住宅,全部,99.6,94.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
烟台,2025-01,二手住宅,全部,99.5,91.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
烟台,2025-01,新建商品住宅,90m2及以下,99.3,92.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
烟台,2025-01,新建商品住宅,90-144m2,99.8,94.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
烟台,2025-01,新建商品住宅,144m2以上,99.3,93.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
烟台,2025-01,二手住宅,90m2及以下,99.5,90.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
烟台,2025-01,二手住宅,90-144m2,99.5,92.1,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
烟台,2025-01,二手住宅,144m2以上,99.6,90.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
济宁,2025-01,新建商品住宅,全部,99.8,94.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
济宁,2025-01,二手住宅,全部,99.5,94.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
济宁,2025-01,新建商品住宅,90m2及以下,99.8,94.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
济宁,2025-01,新建商品住宅,90-144m2,99.8,95.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
济宁,2025-01,新建商品住宅,144m2以上,99.9,92.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
济宁,2025-01,二手住宅,90m2及以下,98.9,93.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
济宁,2025-01,二手住宅,90-144m2,99.7,94.4,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
济宁,2025-01,二手住宅,144m2以上,99.6,94.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
洛阳,2025-01,新建商品住宅,全部,99.7,93.9,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
洛阳,2025-01,二手住宅,全部,99.6,92.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
洛阳,2025-01,新建商品住宅,90m2及以下,99.8,95.3,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
洛阳,2025-01,新建商品住宅,90-144m2,99.8,93.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
洛阳,2025-01,新建商品住宅,144m2以上,99.6,93.0,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
洛阳,2025-01,二手住宅,90m2及以下,99.4,92.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
洛阳,2025-01,二手住宅,90-144m2,99.6,92.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
洛阳,2025-01,二手住宅,144m2以上,99.8,92.6,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
平顶山,2025-01,新建商品住宅,全部,100.1,98.8,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
平顶山,2025-01,二手住宅,全部,99.8,94.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
平顶山,2025-01,新建商品住宅,90m2及以下,100.0,99.2,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
平顶山,2025-01,新建商品住宅,90-144m2,100.1,98.7,,,https://www.stats.gov.cn/sj/zxfb/202502/t20250219_1958761.html
