城市,月份,住宅类型,面积段,环比,同比,定基,累计平均,来源URL
北海,2024-03,新建商品住宅,90-144m2,100.2,99.8,,100.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
北海,2024-03,新建商品住宅,144m2以上,99.9,100.9,,101.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
北海,2024-03,二手住宅,90m2及以下,99.7,95.4,,95.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
北海,2024-03,二手住宅,90-144m2,99.8,96.0,,96.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
北海,2024-03,二手住宅,144m2以上,99.7,96.6,,97.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
三亚,2024-03,新建商品住宅,全部,99.7,101.0,,101.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
三亚,2024-03,二手住宅,全部,99.7,97.9,,98.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
三亚,2024-03,新建商品住宅,90m2及以下,99.6,99.6,,100.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
三亚,2024-03,新建商品住宅,90-144m2,99.9,101.8,,102.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
三亚,2024-03,新建商品住宅,144m2以上,99.0,99.6,,100.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
三亚,2024-03,二手住宅,90m2及以下,99.5,97.6,,98.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
三亚,2024-03,二手住宅,90-144m2,99.6,98.2,,99.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
三亚,2024-03,二手住宅,144m2以上,100.0,98.1,,98.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泸州,2024-03,新建商品住宅,全部,99.3,95.5,,96.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泸州,2024-03,二手住宅,全部,99.6,96.8,,97.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泸州,2024-03,新建商品住宅,90m2及以下,99.5,93.9,,95.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泸州,2024-03,新建商品住宅,90-144m2,99.2,96.0,,97.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泸州,2024-03,新建商品住宅,144m2以上,99.7,94.5,,95.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泸州,2024-03,二手住宅,90m2及以下,99.6,95.6,,96.1,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泸州,2024-03,二手住宅,90-144m2,99.5,97.1,,97.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
泸州,2024-03,二手住宅,144m2以上,99.7,97.5,,97.8,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
南充,2024-03,新建商品住宅,全部,100.1,98.0,,98.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
南充,2024-03,二手住宅,全部,99.8,96.6,,97.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
南充,2024-03,新建商品住宅,90m2及以下,100.3,98.0,,98.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
南充,2024-03,新建商品住宅,90-144m2,100.0,97.8,,98.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
南充,2024-03,新建商品住宅,144m2以上,99.6,98.6,,99.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
南充,2024-03,二手住宅,90m2及以下,99.8,96.1,,96.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
南充,2024-03,二手住宅,90-144m2,99.8,97.0,,97.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
南充,2024-03,二手住宅,144m2以上,99.2,96.0,,96.9,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
遵义,2024-03,新建商品住宅,全部,100.2,97.7,,98.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
遵义,2024-03,二手住宅,全部,99.8,95.4,,96.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
遵义,2024-03,新建商品住宅,90m2及以下,100.4,97.3,,98.4,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
遵义,2024-03,新建商品住宅,90-144m2,100.1,97.5,,98.5,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
遵义,2024-03,新建商品住宅,144m2以上,100.5,98.9,,99.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
遵义,2024-03,二手住宅,90m2及以下,99.7,94.8,,96.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
遵义,2024-03,二手住宅,90-144m2,99.8,95.7,,96.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
遵义,2024-03,二手住宅,144m2以上,99.8,95.0,,96.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
大理,2024-03,新建商品住宅,全部,100.2,97.2,,97.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
大理,2024-03,二手住宅,全部,99.6,95.7,,96.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
大理,2024-03,新建商品住宅,90m2及以下,100.4,98.0,,98.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
大理,2024-03,新建商品住宅,90-144m2,100.3,96.7,,97.2,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
大理,2024-03,新建商品住宅,144m2以上,100.0,97.6,,97.7,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
大理,2024-03,二手住宅,90m2及以下,99.8,96.1,,96.6,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
大理,2024-03,二手住宅,90-144m2,99.6,95.5,,96.0,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
大理,2024-03,二手住宅,144m2以上,99.5,95.4,,96.3,https://www.stats.gov.cn/sj/zxfb/202404/t20240416_1948557.html
北京,2024-04,新建商品住宅,全部,99.3,99.5,,100.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
北京,2024-04,二手住宅,全部,98.4,92.0,,94.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
北京,2024-04,新建商品住宅,90m2及以下,99.3,99.1,,100.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
北京,2024-04,新建商品住宅,90-144m2,99.5,98.4,,99.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
北京,2024-04,新建商品住宅,144m2以上,99.2,100.4,,101.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
北京,2024-04,二手住宅,90m2及以下,97.7,89.9,,92.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
北京,2024-04,二手住宅,90-144m2,99.0,93.6,,95.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
北京,2024-04,二手住宅,144m2以上,99.0,94.5,,95.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
天津,2024-04,新建商品住宅,全部,100.1,100.0,,101.0,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
天津,2024-04,二手住宅,全部,98.7,95.0,,96.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
天津,2024-04,新建商品住宅,90m2及以下,100.1,99.4,,100.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
天津,2024-04,新建商品住宅,90-144m2,100.0,99.9,,100.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
天津,2024-04,新建商品住宅,144m2以上,100.4,100.6,,101.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
天津,2024-04,二手住宅,90m2及以下,98.4,95.4,,97.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
天津,2024-04,二手住宅,90-144m2,99.1,94.7,,96.0,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
天津,2024-04,二手住宅,144m2以上,98.5,94.4,,95.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
石家庄,2024-04,新建商品住宅,全部,99.5,98.8,,100.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
石家庄,2024-04,二手住宅,全部,99.4,96.7,,97.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
石家庄,2024-04,新建商品住宅,90m2及以下,98.8,97.9,,99.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
石家庄,2024-04,新建商品住宅,90-144m2,99.8,98.8,,100.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
石家庄,2024-04,新建商品住宅,144m2以上,99.3,99.4,,100.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
石家庄,2024-04,二手住宅,90m2及以下,99.3,96.1,,97.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
石家庄,2024-04,二手住宅,90-144m2,99.6,97.2,,97.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
石家庄,2024-04,二手住宅,144m2以上,99.4,96.8,,97.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
太原,2024-04,新建商品住宅,全部,100.2,100.0,,100.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
太原,2024-04,二手住宅,全部,99.8,96.3,,96.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
太原,2024-04,新建商品住宅,90m2及以下,100.2,100.4,,100.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
太原,2024-04,新建商品住宅,90-144m2,100.1,100.0,,100.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
太原,2024-04,新建商品住宅,144m2以上,100.5,99.9,,99.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
太原,2024-04,二手住宅,90m2及以下,99.9,96.0,,96.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
太原,2024-04,二手住宅,90-144m2,99.9,96.6,,96.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
太原,2024-04,二手住宅,144m2以上,99.4,96.4,,96.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
呼和浩特,2024-04,新建商品住宅,全部,99.5,97.2,,98.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
呼和浩特,2024-04,二手住宅,全部,98.9,93.3,,94.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
呼和浩特,2024-04,新建商品住宅,90m2及以下,99.6,96.8,,97.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
呼和浩特,2024-04,新建商品住宅,90-144m2,99.5,97.4,,98.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
呼和浩特,2024-04,新建商品住宅,144m2以上,99.7,96.9,,98.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
呼和浩特,2024-04,二手住宅,90m2及以下,98.7,93.0,,94.0,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
呼和浩特,2024-04,二手住宅,90-144m2,98.9,93.8,,94.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
呼和浩特,2024-04,二手住宅,144m2以上,99.3,93.3,,94.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
沈阳,2024-04,新建商品住宅,全部,99.8,96.9,,97.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
沈阳,2024-04,二手住宅,全部,98.9,92.6,,93.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
沈阳,2024-04,新建商品住宅,90m2及以下,100.0,96.8,,97.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
沈阳,2024-04,新建商品住宅,90-144m2,99.7,96.9,,97.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
沈阳,2024-04,新建商品住宅,144m2以上,99.9,96.8,,97.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
沈阳,2024-04,二手住宅,90m2及以下,98.7,91.9,,93.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
沈阳,2024-04,二手住宅,90-144m2,99.3,93.8,,94.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
沈阳,2024-04,二手住宅,144m2以上,99.0,92.9,,94.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
大连,2024-04,新建商品住宅,全部,99.4,95.7,,95.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
大连,2024-04,二手住宅,全部,98.4,92.1,,93.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
大连,2024-04,新建商品住宅,90m2及以下,99.3,95.0,,95.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
大连,2024-04,新建商品住宅,90-144m2,99.6,96.0,,96.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
大连,2024-04,新建商品住宅,144m2以上,99.1,95.9,,95.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
大连,2024-04,二手住宅,90m2及以下,98.2,92.4,,93.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
大连,2024-04,二手住宅,90-144m2,98.5,91.3,,92.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
大连,2024-04,二手住宅,144m2以上,99.1,92.5,,93.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
长春,2024-04,新建商品住宅,全部,99.7,97.0,,97.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
长春,2024-04,二手住宅,全部,99.4,93.6,,94.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
长春,2024-04,新建商品住宅,90m2及以下,99.8,96.7,,97.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
长春,2024-04,新建商品住宅,90-144m2,99.9,97.2,,97.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
长春,2024-04,新建商品住宅,144m2以上,99.0,97.0,,98.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
长春,2024-04,二手住宅,90m2及以下,99.4,93.5,,94.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
长春,2024-04,二手住宅,90-144m2,99.6,94.0,,94.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
长春,2024-04,二手住宅,144m2以上,99.2,93.5,,93.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
哈尔滨,2024-04,新建商品住宅,全部,99.6,96.1,,97.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
哈尔滨,2024-04,二手住宅,全部,99.5,93.1,,94.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
哈尔滨,2024-04,新建商品住宅,90m2及以下,99.8,96.3,,97.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
哈尔滨,2024-04,新建商品住宅,90-144m2,99.6,96.0,,97.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
哈尔滨,2024-04,新建商品住宅,144m2以上,99.2,96.0,,97.0,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
哈尔滨,2024-04,二手住宅,90m2及以下,99.4,92.5,,94.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
哈尔滨,2024-04,二手住宅,90-144m2,99.7,94.1,,95.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
哈尔滨,2024-04,二手住宅,144m2以上,99.2,92.9,,94.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
上海,2024-04,新建商品住宅,全部,100.3,104.2,,104.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
上海,2024-04,二手住宅,全部,99.2,92.5,,93.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
上海,2024-04,新建商品住宅,90m2及以下,100.2,103.1,,103.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
上海,2024-04,新建商品住宅,90-144m2,100.1,103.3,,103.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
上海,2024-04,新建商品住宅,144m2以上,100.7,105.7,,105.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
上海,2024-04,二手住宅,90m2及以下,99.1,91.9,,93.0,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
上海,2024-04,二手住宅,90-144m2,99.2,92.8,,94.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
上海,2024-04,二手住宅,144m2以上,99.3,94.0,,95.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
南京,2024-04,新建商品住宅,全部,99.2,92.3,,94.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
南京,2024-04,二手住宅,全部,98.6,89.3,,90.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
南京,2024-04,新建商品住宅,90m2及以下,99.2,93.3,,94.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
南京,2024-04,新建商品住宅,90-144m2,99.3,91.4,,93.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
南京,2024-04,新建商品住宅,144m2以上,99.2,93.7,,96.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
南京,2024-04,二手住宅,90m2及以下,98.6,89.4,,91.0,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
南京,2024-04,二手住宅,90-144m2,98.5,88.7,,90.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
南京,2024-04,二手住宅,144m2以上,99.1,90.8,,91.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
杭州,2024-04,新建商品住宅,全部,99.5,100.4,,101.0,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
杭州,2024-04,二手住宅,全部,98.9,93.5,,95.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
杭州,2024-04,新建商品住宅,90m2及以下,99.8,99.1,,99.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
杭州,2024-04,新建商品住宅,90-144m2,99.4,100.8,,101.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
杭州,2024-04,新建商品住宅,144m2以上,99.7,100.2,,100.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
杭州,2024-04,二手住宅,90m2及以下,98.8,93.1,,94.8,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
杭州,2024-04,二手住宅,90-144m2,99.1,93.7,,95.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
杭州,2024-04,二手住宅,144m2以上,98.7,94.2,,96.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
宁波,2024-04,新建商品住宅,全部,98.2,95.8,,98.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
宁波,2024-04,二手住宅,全部,99.0,91.6,,93.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
宁波,2024-04,新建商品住宅,90m2及以下,98.2,95.2,,97.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
宁波,2024-04,新建商品住宅,90-144m2,98.4,95.3,,97.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
宁波,2024-04,新建商品住宅,144m2以上,97.8,97.2,,99.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
宁波,2024-04,二手住宅,90m2及以下,98.5,91.4,,92.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
宁波,2024-04,二手住宅,90-144m2,99.3,91.8,,93.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
宁波,2024-04,二手住宅,144m2以上,99.5,92.2,,93.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
合肥,2024-04,新建商品住宅,全部,99.3,97.5,,98.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
合肥,2024-04,二手住宅,全部,98.8,92.6,,93.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
合肥,2024-04,新建商品住宅,90m2及以下,98.9,95.2,,96.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
合肥,2024-04,新建商品住宅,90-144m2,99.2,97.5,,98.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
合肥,2024-04,新建商品住宅,144m2以上,99.7,98.4,,99.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
合肥,2024-04,二手住宅,90m2及以下,99.3,92.4,,93.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
合肥,2024-04,二手住宅,90-144m2,98.5,92.6,,94.1,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
合肥,2024-04,二手住宅,144m2以上,98.6,93.3,,94.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
福州,2024-04,新建商品住宅,全部,99.5,95.3,,96.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
福州,2024-04,二手住宅,全部,98.9,92.3,,93.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
福州,2024-04,新建商品住宅,90m2及以下,99.9,95.6,,96.6,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
福州,2024-04,新建商品住宅,90-144m2,99.3,95.0,,95.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
福州,2024-04,新建商品住宅,144m2以上,99.5,95.8,,97.2,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
福州,2024-04,二手住宅,90m2及以下,98.6,91.7,,92.9,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
福州,2024-04,二手住宅,90-144m2,99.1,92.7,,93.5,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
福州,2024-04,二手住宅,144m2以上,99.2,92.6,,93.4,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
厦门,2024-04,新建商品住宅,全部,98.7,93.0,,94.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
厦门,2024-04,二手住宅,全部,98.3,89.3,,90.7,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
厦门,2024-04,新建商品住宅,90m2及以下,98.5,91.6,,93.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
厦门,2024-04,新建商品住宅,90-144m2,98.5,93.3,,95.3,https://www.stats.gov.cn/sj/zxfb/202405/t20240517_1950386.html
